Myth, Athena, Apollo, Aphrodite, Artemis, Ares, Demeter and Persephone, Dionysus, Hermes, Hera, Hephaestus, Hades, Hestia, Poseidon, Zeus, 
Aphrodite.txt, 0.000000, 0.000000, 0.503562, 0.000000, 0.251781, 0.000000, 0.000000, 0.000000, 0.000000, 0.503562, 0.000000, 0.000000, 0.000000, 0.251781 
Apollo.txt, 0.000000, 0.796821, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000 
Ares.txt, 0.331769, 0.000000, 0.331769, 0.000000, 0.331769, 0.000000, 0.000000, 0.000000, 0.000000, 0.331769, 0.000000, 0.000000, 0.000000, 0.331769 
Artemis.txt, 0.000000, 0.408704, 0.000000, 1.109339, 0.058386, 0.000000, 0.000000, 0.000000, 0.116773, 0.058386, 0.000000, 0.000000, 0.116773, 0.583863 
Athena.txt, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.116477, 0.000000, 0.000000, 0.349430, 0.931812 
Demeter and Persephone.txt, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.997826, 0.000000, 0.166486, 0.000000, 0.000000, 0.998913, 0.000000, 0.000000, 0.332971 
Dionysus.txt, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.102912, 0.102912, 0.102912, 0.000000, 0.102912, 0.000000, 0.000000, 0.411646 
Hades.txt, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.335401, 0.000000, 0.670803, 0.000000, 0.000000, 1.677007, 0.000000, 0.000000, 0.000000 
Hephaestus.txt, 0.000000, 0.000000, 0.291746, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.583492, 1.166984, 0.000000, 0.000000, 0.000000, 0.875238 
Hera.txt, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.272970, 0.454950, 0.000000, 0.000000, 0.000000, 0.000000, 1.000891 
Hermes.txt, 0.000000, 0.963680, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.051287, 0.087607, 0.000000, 0.087607, 0.000000, 0.000000, 0.350429 
Poseidon.txt, 0.000000, 0.269107, 0.000000, 0.134553, 0.000000, 0.000000, 0.000000, 0.000000, 0.403660, 0.000000, 0.000000, 0.000000, 0.538214, 0.269107 
Zeus.txt, 0.153422, 0.153422, 0.076711, 0.153422, 0.076711, 0.153422, 0.153422, 0.076711, 0.153422, 0.076711, 0.153422, 2.000000, 0.230134, 1.764357 
